country_group,score_overall,score_cleanliness,score_comfort,score_facilities,score_location,user_country,score_staff,score_value_for_money,user_gender,age_group,traveller_type,cleanliness_base,comfort_base,facilities_base,location_base,staff_base,value_for_money_base
North_America,8.9,8.3,8.9,8.8,9.6,France,8.6,8.9,Female,45-54,Solo,9.1,8.8,8.9,9.5,8.6,8.0
Oceania,9.1,9.8,9.0,8.5,9.0,United Kingdom,9.2,8.7,Male,25-34,Couple,9.3,9.2,9.1,9.0,9.1,8.8
Africa,8.8,8.7,8.9,9.2,8.9,Germany,8.2,8.8,Male,25-34,Family,8.7,8.6,8.5,8.9,8.6,8.4
East_Asia,8.9,9.2,9.6,8.3,8.6,Germany,9.2,8.4,Other,35-44,Couple,9.3,9.4,9.1,8.9,9.3,8.5
North_America,9.1,9.0,8.5,9.1,8.6,France,9.6,9.6,Female,35-44,Solo,9.4,9.3,9.2,8.8,9.2,8.8
Western_Europe,8.9,9.3,9.7,8.3,9.1,Germany,8.4,8.3,Female,35-44,Couple,9.2,9.1,8.9,9.7,9.0,8.8
Western_Europe,8.9,9.2,9.2,9.1,9.0,Russia,9.2,7.9,Male,35-44,Family,9.0,9.2,8.8,9.4,9.0,7.9
East_Asia,9.0,8.9,8.3,9.2,9.9,United Kingdom,9.1,8.1,Male,35-44,Business,9.1,9.0,9.2,9.6,9.0,8.9
South_Asia,8.7,8.3,8.4,8.4,9.9,Brazil,8.8,7.6,Male,55+,Business,8.9,8.8,8.7,9.2,8.8,8.6
South_America,8.9,9.0,8.8,9.3,9.2,Spain,8.8,8.4,Other,45-54,Family,9.0,8.7,8.6,9.5,8.8,8.6
North_America,8.8,9.6,9.1,8.1,9.2,India,8.4,7.9,Male,25-34,Couple,9.1,8.8,8.9,9.5,8.6,8.0
South_America,8.8,8.7,8.9,8.4,9.4,Nigeria,9.3,8.0,Male,25-34,Business,9.0,8.7,8.6,9.5,8.8,8.6
East_Asia,9.1,10.0,9.3,9.1,8.9,Italy,9.3,7.9,Male,35-44,Couple,9.6,9.0,9.3,8.5,9.5,8.2
Western_Europe,9.0,8.9,9.3,9.0,9.5,Mexico,9.3,8.0,Female,25-34,Family,8.8,9.4,8.7,9.6,9.3,8.1
North_America,8.7,8.9,9.2,8.8,9.5,Germany,7.9,7.9,Male,25-34,Couple,9.1,8.8,8.9,9.5,8.6,8.0
Africa,8.6,8.0,8.6,8.9,9.5,United States,8.9,7.3,Male,45-54,Business,9.0,9.2,8.8,9.5,9.2,8.4
East_Asia,9.1,9.6,9.2,8.8,9.3,Japan,9.4,7.9,Female,45-54,Couple,9.3,9.4,9.1,8.9,9.3,8.5
North_America,9.0,9.9,8.5,9.4,9.4,United Kingdom,8.7,8.3,Male,25-34,Family,9.1,8.8,8.9,9.5,8.6,8.0
Western_Europe,9.0,8.7,8.8,8.3,9.9,United States,9.1,9.1,Male,18-24,Solo,9.2,9.1,8.9,9.8,9.0,8.7
Eastern_Europe,8.9,9.2,9.3,8.3,8.6,Japan,8.6,8.9,Male,35-44,Couple,9.1,9.3,9.0,9.0,9.1,8.6
Africa,8.8,9.5,9.0,8.0,9.7,France,8.5,7.9,Male,45-54,Couple,9.0,9.2,8.8,9.5,9.2,8.4
East_Asia,9.3,9.4,9.5,9.9,9.0,United States,8.6,9.1,Male,25-34,Family,9.1,9.0,9.2,9.6,9.0,8.9
North_America,8.7,9.3,8.7,8.3,9.5,Turkey,8.1,8.0,Male,35-44,Couple,9.1,8.8,8.9,9.5,8.6,8.0
Western_Europe,9.0,8.7,9.0,9.3,9.7,Germany,9.4,7.0,Male,35-44,Business,9.0,9.2,8.8,9.4,9.0,7.9
Middle_East,9.2,8.7,9.5,9.6,8.7,Italy,9.1,9.4,Male,45-54,Solo,9.3,9.5,9.6,8.9,9.4,8.5
Western_Europe,8.9,9.0,9.3,8.3,9.4,India,8.7,8.2,Male,25-34,Couple,9.0,9.2,8.8,9.4,9.0,7.9
South_Asia,8.9,8.2,8.1,8.6,9.2,United Kingdom,9.4,9.4,Other,18-24,Solo,8.9,8.8,8.7,9.2,8.8,8.6
North_America,9.2,9.9,9.5,8.7,9.3,India,9.1,8.2,Male,18-24,Couple,9.4,9.3,9.2,8.8,9.2,8.8
Oceania,9.0,9.1,9.3,8.4,9.4,United Kingdom,8.7,9.1,Other,25-34,Couple,9.3,9.2,9.1,9.0,9.1,8.8
East_Asia,9.0,9.9,9.3,8.7,9.0,United States,8.8,8.2,Female,25-34,Couple,9.3,9.4,9.1,8.9,9.3,8.5
Middle_East,9.1,9.4,8.7,9.4,9.0,Nigeria,9.2,8.9,Male,18-24,Family,9.1,9.0,8.8,9.3,8.9,8.5
North_America_Mexico,8.7,9.0,9.2,8.0,8.9,Italy,8.1,8.8,Female,35-44,Couple,8.7,8.9,8.5,9.0,8.7,8.5
Middle_East,9.0,9.3,9.4,9.1,9.0,Egypt,9.2,8.0,Male,55+,Couple,9.3,9.5,9.6,8.9,9.4,8.5
Western_Europe,8.8,8.1,9.3,8.1,9.4,South Korea,9.1,8.5,Male,25-34,Solo,8.8,9.4,8.7,9.6,9.3,8.1
South_America,8.5,7.9,8.2,9.1,9.0,United Arab Emirates,8.6,7.5,Male,18-24,Business,8.9,8.8,8.7,9.0,8.8,8.7
South_Asia,8.8,8.4,8.9,8.3,9.3,France,9.3,8.1,Male,25-34,Business,8.9,8.8,8.7,9.2,8.8,8.6
Western_Europe,9.0,9.0,8.7,8.7,9.8,Germany,9.1,8.2,Male,35-44,Business,9.2,9.1,8.9,9.7,9.0,8.8
Africa,9.0,8.2,9.3,8.7,10.0,South Africa,9.5,7.9,Male,45-54,Business,9.0,9.2,8.8,9.5,9.2,8.4
North_America,8.8,9.4,9.5,8.5,9.0,Japan,8.4,7.9,Female,35-44,Couple,9.1,8.8,8.9,9.5,8.6,8.0
Africa,8.7,9.4,8.8,8.5,8.4,France,8.3,8.9,Male,55+,Family,8.7,8.6,8.5,8.9,8.6,8.4
East_Asia,9.0,9.9,9.6,8.4,8.2,India,9.4,8.0,Male,18-24,Couple,9.6,9.0,9.3,8.5,9.5,8.2
Western_Europe,9.1,9.5,9.6,8.7,9.1,Thailand,9.0,8.5,Female,25-34,Couple,9.2,9.1,8.9,9.8,9.0,8.7
South_Asia,9.2,9.6,9.2,9.4,9.2,United Kingdom,8.9,8.8,Male,45-54,Family,8.9,8.8,8.7,9.2,8.8,8.6
North_America_Mexico,8.8,8.9,9.2,8.7,8.7,Argentina,9.2,8.3,Female,45-54,Family,8.7,8.9,8.5,9.0,8.7,8.5
East_Asia,8.8,9.0,8.2,9.0,8.8,United States,9.7,8.0,Female,18-24,Business,9.6,9.0,9.3,8.5,9.5,8.2
South_Asia,8.9,8.8,8.5,8.8,9.3,United Kingdom,8.9,9.2,Female,35-44,Family,8.9,8.8,8.7,9.2,8.8,8.6
Middle_East,8.8,9.4,9.0,8.0,9.3,Italy,8.6,8.4,Female,25-34,Couple,9.1,9.0,8.8,9.3,8.9,8.5
Western_Europe,9.0,9.1,9.5,8.9,9.6,Thailand,8.8,8.2,Other,18-24,Family,8.8,9.4,8.7,9.6,9.3,8.1
Oceania,9.0,9.2,9.1,8.8,9.4,China,9.1,8.2,Male,35-44,Couple,9.3,9.2,9.1,9.0,9.1,8.8
South_Asia,8.6,8.4,8.2,8.1,8.9,United Kingdom,8.7,8.9,Male,35-44,Solo,8.9,8.8,8.7,9.2,8.8,8.6
East_Asia,9.1,8.9,9.0,8.5,9.3,Spain,9.2,9.3,Male,18-24,Solo,9.3,9.4,9.1,8.9,9.3,8.5
Oceania,9.1,9.5,9.3,8.8,9.4,United Kingdom,8.3,8.8,Male,25-34,Couple,9.3,9.2,9.1,9.0,9.1,8.8
Western_Europe,9.0,9.5,9.5,9.2,8.7,Canada,8.7,8.3,Male,25-34,Family,9.0,9.2,8.8,9.4,9.0,7.9
South_Asia,8.7,8.8,9.6,7.8,9.2,China,8.1,8.2,Female,25-34,Couple,8.9,8.8,8.7,9.2,8.8,8.6
Western_Europe,8.9,8.9,8.8,9.5,9.3,United States,8.6,8.1,Female,25-34,Family,9.0,9.2,8.8,9.4,9.0,7.9
Middle_East,9.0,9.3,9.4,8.5,9.1,China,9.2,8.3,Male,35-44,Couple,9.3,9.5,9.6,8.9,9.4,8.5
Eastern_Europe,8.9,8.5,9.1,9.2,9.6,Australia,8.7,8.0,Female,35-44,Business,9.1,9.3,9.0,9.0,9.1,8.6
North_America_Mexico,8.6,8.2,8.7,8.3,9.7,China,8.7,7.8,Male,25-34,Business,8.7,8.9,8.5,9.0,8.7,8.5
Oceania,9.2,9.7,9.1,9.5,8.7,China,9.3,9.0,Male,18-24,Family,9.3,9.2,9.1,9.0,9.1,8.8
East_Asia,8.7,8.5,8.7,8.8,9.1,South Africa,9.0,8.0,Female,35-44,Business,9.6,9.0,9.3,8.5,9.5,8.2
North_America,9.2,9.4,9.4,9.8,8.6,Brazil,9.0,8.9,Other,25-34,Family,9.4,9.3,9.2,8.8,9.2,8.8
Western_Europe,9.2,9.8,9.1,9.4,9.0,Canada,9.1,8.6,Male,35-44,Family,9.3,9.2,9.0,9.1,9.1,8.7
North_America,8.7,8.8,8.6,8.5,9.8,Spain,9.0,7.1,Female,45-54,Business,9.1,8.8,8.9,9.5,8.6,8.0
Oceania,8.5,7.8,8.2,9.1,9.5,Nigeria,8.6,7.4,Male,25-34,Business,8.9,9.0,8.5,9.8,8.9,8.4
Western_Europe,8.9,8.2,8.5,9.0,10.0,United Arab Emirates,9.4,7.9,Female,25-34,Business,9.2,9.1,8.9,9.7,9.0,8.8
Western_Europe,8.8,8.9,9.3,8.1,9.1,United Kingdom,9.2,8.0,Male,45-54,Solo,9.0,9.2,8.8,9.4,9.0,7.9
East_Asia,8.8,8.4,9.0,9.1,9.2,Spain,9.0,7.7,Female,35-44,Business,9.6,9.0,9.3,8.5,9.5,8.2
Eastern_Europe,8.9,9.4,8.7,9.1,8.5,United States,8.6,8.9,Female,35-44,Family,9.1,9.3,9.0,9.0,9.1,8.6
North_America,8.7,8.7,8.5,8.2,8.9,Mexico,8.8,9.0,Male,55+,Solo,9.1,8.8,8.9,9.5,8.6,8.0
East_Asia,8.9,8.7,9.1,9.2,9.5,Russia,9.0,7.3,Female,25-34,Business,9.3,9.4,9.1,8.9,9.3,8.5
Oceania,8.9,9.1,9.3,8.2,8.5,France,9.1,9.0,Male,18-24,Couple,9.3,9.2,9.1,9.0,9.1,8.8
South_America,8.8,9.7,9.1,8.2,8.9,United States,8.5,8.1,Other,18-24,Couple,9.0,8.7,8.6,9.5,8.8,8.6
Southeast_Asia,8.9,9.2,8.7,9.0,9.3,Brazil,8.7,8.5,Male,35-44,Family,9.0,9.2,9.1,9.4,9.1,8.6
Middle_East,9.3,9.6,9.3,10.0,8.6,United Kingdom,9.0,9.0,Male,25-34,Family,9.3,9.5,9.6,8.9,9.4,8.5
Africa,8.7,8.3,8.1,8.8,9.3,United Kingdom,9.1,8.5,Male,25-34,Solo,8.8,8.7,8.6,9.1,8.7,8.4
Africa,8.6,9.3,8.7,7.7,8.6,United States,8.9,8.2,Female,35-44,Couple,8.7,8.6,8.5,8.9,8.6,8.4
North_America,9.3,10.0,9.9,9.0,8.7,Japan,8.9,8.8,Male,55+,Couple,9.4,9.3,9.2,8.8,9.2,8.8
Western_Europe,9.0,9.1,9.7,8.6,9.4,Japan,8.7,8.2,Male,35-44,Couple,9.3,9.2,9.0,9.1,9.1,8.7
Africa,8.8,8.9,9.1,7.8,9.4,United States,8.5,8.8,Male,18-24,Couple,8.8,8.7,8.6,9.1,8.7,8.4
North_America,8.8,8.3,8.8,8.6,9.2,France,8.8,8.8,Female,35-44,Solo,9.1,8.8,8.9,9.5,8.6,8.0
Western_Europe,8.9,9.6,8.7,9.1,8.7,France,8.9,8.3,Male,45-54,Family,9.0,9.2,8.8,9.4,9.0,7.9
Western_Europe,9.0,8.7,9.0,9.2,9.4,United Arab Emirates,9.1,8.2,Other,25-34,Business,9.2,9.1,8.9,9.7,9.0,8.8
Western_Europe,9.1,9.2,8.9,9.1,10.0,Germany,9.0,8.1,Female,55+,Business,9.4,9.1,9.0,9.6,9.2,8.9
Southeast_Asia,8.7,8.3,8.8,9.0,9.4,Netherlands,8.8,7.3,Female,45-54,Business,9.2,9.1,9.4,9.7,9.1,8.3
Southeast_Asia,9.2,8.9,9.3,9.3,9.5,United States,9.1,9.0,Female,45-54,Family,9.0,9.2,9.1,9.4,9.1,8.6
Western_Europe,9.2,9.9,8.7,9.1,9.5,Russia,8.9,9.0,Other,25-34,Family,9.2,9.1,8.9,9.7,9.0,8.8
Southeast_Asia,8.9,8.0,8.6,9.4,9.9,United Kingdom,9.4,7.5,Male,45-54,Business,9.0,9.2,9.1,9.4,9.1,8.6
Western_Europe,9.1,9.4,9.3,8.3,10.0,South Korea,8.9,8.3,Female,35-44,Couple,9.2,9.1,8.9,9.8,9.0,8.7
Africa,8.4,7.8,8.5,9.0,8.8,Japan,8.4,7.6,Male,35-44,Business,8.7,8.6,8.5,8.9,8.6,8.4
Western_Europe,9.3,9.5,9.1,9.0,9.4,Mexico,9.6,9.2,Female,18-24,Family,9.4,9.1,9.0,9.6,9.2,8.9
Eastern_Europe,8.8,8.4,9.2,8.9,8.9,United States,9.1,7.6,Female,18-24,Business,9.1,9.3,9.0,9.0,9.1,8.6
Western_Europe,9.3,9.4,9.4,9.7,9.2,United Kingdom,9.5,8.6,Male,45-54,Family,9.2,9.1,8.9,9.8,9.0,8.7
South_America,9.0,9.7,9.0,8.7,8.5,Mexico,8.9,9.0,Male,25-34,Couple,8.9,8.8,8.7,9.0,8.8,8.7
South_Asia,9.0,9.5,9.3,8.5,9.3,China,8.7,8.2,Female,35-44,Couple,8.9,8.8,8.7,9.2,8.8,8.6
Southeast_Asia,9.0,9.2,9.0,9.2,8.9,Egypt,9.0,8.4,Female,25-34,Family,9.2,9.1,9.4,9.7,9.1,8.3
South_Asia,9.0,9.6,9.4,8.4,9.5,United States,8.5,8.0,Male,25-34,Couple,8.9,8.8,8.7,9.2,8.8,8.6
Eastern_Europe,8.8,8.1,8.8,9.5,9.5,Australia,8.9,7.6,Other,35-44,Business,9.1,9.3,9.0,9.0,9.1,8.6
South_America,8.9,8.4,8.7,8.6,9.3,Brazil,9.6,8.7,Female,18-24,Solo,8.9,8.8,8.7,9.0,8.8,8.7
South_Asia,8.9,8.9,9.1,9.3,9.0,China,8.5,8.3,Male,25-34,Family,8.9,8.8,8.7,9.2,8.8,8.6
Southeast_Asia,9.1,9.3,9.5,9.2,9.3,China,9.0,8.1,Female,35-44,Family,9.2,9.1,9.4,9.7,9.1,8.3
Eastern_Europe,9.0,8.7,8.5,8.8,8.6,Japan,9.7,9.4,Male,55+,Solo,9.1,9.3,9.0,9.0,9.1,8.6
North_America_Mexico,8.8,8.3,8.9,8.6,9.2,France,8.9,8.6,Female,25-34,Solo,8.7,8.9,8.5,9.0,8.7,8.5
East_Asia,9.1,10.0,8.9,8.9,8.4,Nigeria,9.6,8.9,Female,25-34,Family,9.3,9.4,9.1,8.9,9.3,8.5
Middle_East,8.9,8.9,8.6,9.0,9.1,Germany,9.3,8.4,Male,25-34,Family,9.1,9.0,8.8,9.3,8.9,8.5
Southeast_Asia,8.9,9.0,9.6,8.6,9.4,United States,8.6,8.2,Male,35-44,Couple,9.0,9.2,9.1,9.4,9.1,8.6
Western_Europe,8.8,8.4,8.8,9.1,9.6,United States,9.0,7.5,Female,18-24,Business,8.8,9.4,8.7,9.6,9.3,8.1
Africa,8.9,8.9,8.9,8.9,10.0,United States,8.7,7.4,Male,45-54,Business,9.0,9.2,8.8,9.5,9.2,8.4
Africa,8.8,9.6,8.8,8.0,9.4,Australia,8.3,8.6,Female,35-44,Couple,8.8,8.7,8.6,9.1,8.7,8.4
North_America_Mexico,8.9,9.2,9.6,7.6,9.0,Russia,9.0,8.6,Female,55+,Couple,8.7,8.9,8.5,9.0,8.7,8.5
Middle_East,9.1,9.4,9.3,9.0,9.1,France,9.2,8.6,Male,25-34,Couple,9.3,9.5,9.6,8.9,9.4,8.5
East_Asia,9.1,9.6,9.7,9.0,8.4,Japan,9.4,8.5,Male,55+,Family,9.3,9.4,9.1,8.9,9.3,8.5
Western_Europe,9.1,8.9,8.8,9.4,10.0,United Kingdom,9.1,7.8,Male,18-24,Business,9.2,9.1,8.9,9.8,9.0,8.7
Oceania,8.9,8.9,8.8,8.0,9.9,United States,9.1,8.8,Male,25-34,Solo,8.9,9.0,8.5,9.8,8.9,8.4
Western_Europe,9.0,9.8,8.8,8.8,9.3,Germany,8.8,8.5,Female,55+,Family,9.2,9.1,8.9,9.7,9.0,8.8
Oceania,9.0,9.6,9.2,8.4,9.1,Thailand,8.8,8.9,Female,35-44,Couple,9.3,9.2,9.1,9.0,9.1,8.8
Africa,9.1,9.0,8.6,8.6,9.8,United States,9.5,9.2,Male,45-54,Solo,9.0,9.2,8.8,9.5,9.2,8.4
Southeast_Asia,9.0,8.9,9.8,8.4,9.4,Australia,8.5,8.8,Female,35-44,Couple,9.0,9.2,9.1,9.4,9.1,8.6
Middle_East,9.0,9.4,9.3,8.6,9.4,United Arab Emirates,8.8,8.3,Female,35-44,Couple,9.1,9.0,8.8,9.3,8.9,8.5
Western_Europe,8.8,9.0,9.6,8.0,9.2,Germany,8.3,8.3,Other,25-34,Couple,9.0,9.2,8.8,9.4,9.0,7.9
Southeast_Asia,8.7,8.8,9.1,8.1,9.1,Russia,8.5,8.6,Male,35-44,Couple,9.0,9.2,9.1,9.4,9.1,8.6
Southeast_Asia,8.8,8.6,8.5,8.7,9.5,Canada,8.9,8.8,Female,25-34,Solo,9.2,9.1,9.4,9.7,9.1,8.3
North_America_Mexico,8.7,9.1,9.2,8.4,9.1,Japan,8.4,7.9,Male,35-44,Couple,8.7,8.9,8.5,9.0,8.7,8.5
East_Asia,9.0,9.7,8.6,9.6,8.7,China,8.5,9.0,Other,18-24,Family,9.1,9.0,9.2,9.6,9.0,8.9
Southeast_Asia,9.1,9.2,9.7,9.1,9.2,Thailand,9.2,8.1,Male,35-44,Couple,9.2,9.1,9.4,9.7,9.1,8.3
East_Asia,9.0,8.5,8.8,9.5,9.7,China,9.0,7.9,Female,25-34,Business,9.1,9.0,9.2,9.6,9.0,8.9
Western_Europe,9.0,8.9,9.0,9.0,9.6,China,8.6,8.4,Male,45-54,Business,9.2,9.1,8.9,9.7,9.0,8.8
East_Asia,9.2,9.1,9.5,9.3,8.6,United States,9.5,9.0,Male,25-34,Family,9.3,9.4,9.1,8.9,9.3,8.5
South_America,8.6,8.5,8.1,8.3,9.9,United States,8.8,7.6,Male,35-44,Business,9.0,8.7,8.6,9.5,8.8,8.6
Africa,9.0,9.1,8.9,8.2,9.6,Russia,9.4,8.5,Male,55+,Solo,9.0,9.2,8.8,9.5,9.2,8.4
North_America,9.2,9.6,9.1,9.9,8.3,China,8.9,8.9,Female,35-44,Family,9.4,9.3,9.2,8.8,9.2,8.8
Western_Europe,9.1,9.3,8.6,8.3,9.7,United States,9.6,9.0,Female,25-34,Solo,9.4,9.1,9.0,9.6,9.2,8.9
Western_Europe,9.1,9.7,9.7,7.9,9.7,Germany,9.1,7.8,Female,35-44,Couple,9.0,9.2,8.8,9.4,9.0,7.9
Western_Europe,9.1,10.0,9.4,9.0,9.1,United Kingdom,8.6,8.4,Male,55+,Family,9.3,9.2,9.0,9.1,9.1,8.7
South_Asia,8.7,8.6,8.4,9.0,9.0,Netherlands,9.2,7.3,Other,55+,Business,8.9,8.8,8.7,9.2,8.8,8.6
Middle_East,9.0,8.4,8.9,9.6,9.7,Germany,9.3,7.5,Female,45-54,Business,9.3,9.5,9.6,8.9,9.4,8.5
Southeast_Asia,9.2,9.9,8.9,9.7,9.5,United States,9.0,8.3,Male,25-34,Family,9.2,9.1,9.4,9.7,9.1,8.3
Africa,8.6,8.1,8.1,8.4,8.7,United States,9.4,8.7,Male,25-34,Solo,8.8,8.7,8.6,9.1,8.7,8.4
South_Asia,8.8,9.1,8.9,8.2,8.9,Italy,8.7,8.6,Male,25-34,Couple,8.9,8.8,8.7,9.2,8.8,8.6
Oceania,9.0,8.7,9.4,8.0,10.0,China,9.0,8.5,Male,35-44,Couple,8.9,9.0,8.5,9.8,8.9,8.4
Western_Europe,9.1,9.6,8.6,8.9,8.9,Russia,9.3,9.1,Other,25-34,Family,9.2,9.1,8.9,9.7,9.0,8.8
Western_Europe,9.0,9.3,8.9,8.8,9.3,Germany,8.7,9.0,Female,55+,Couple,9.2,9.1,8.9,9.7,9.0,8.8
Western_Europe,9.1,8.9,8.9,8.9,9.5,China,9.1,9.4,Female,55+,Solo,9.4,9.1,9.0,9.6,9.2,8.9
Western_Europe,9.0,8.9,8.5,8.2,9.5,France,9.0,9.5,Other,45-54,Solo,9.2,9.1,8.9,9.8,9.0,8.7
Southeast_Asia,9.2,9.9,8.7,9.3,9.5,Russia,9.5,8.1,Male,35-44,Family,9.2,9.1,9.4,9.7,9.1,8.3
South_Asia,8.8,9.5,9.1,8.4,8.8,Canada,8.3,8.2,Male,25-34,Couple,8.9,8.8,8.7,9.2,8.8,8.6
Southeast_Asia,9.0,8.4,9.0,8.7,9.4,United States,9.8,8.6,Male,25-34,Solo,9.2,9.1,9.4,9.7,9.1,8.3
Western_Europe,9.0,8.4,8.9,8.9,9.3,United States,9.9,8.7,Female,18-24,Solo,8.8,9.4,8.7,9.6,9.3,8.1
Africa,9.0,9.2,9.1,8.6,9.2,United States,9.3,8.3,Male,18-24,Couple,9.0,9.2,8.8,9.5,9.2,8.4
East_Asia,8.9,9.0,9.1,8.5,9.8,United Kingdom,8.7,8.3,Female,35-44,Couple,9.1,9.0,9.2,9.6,9.0,8.9
South_America,8.9,9.1,8.9,8.2,8.6,China,9.6,9.0,Male,45-54,Solo,8.9,8.8,8.7,9.0,8.8,8.7
Eastern_Europe,8.9,8.4,9.1,9.3,9.4,Australia,9.1,7.3,Male,35-44,Business,9.1,9.3,9.0,9.0,9.1,8.6
Western_Europe,9.1,9.7,8.8,9.4,8.9,Argentina,8.9,8.6,Female,45-54,Family,9.4,9.1,9.0,9.6,9.2,8.9
Africa,8.7,8.5,8.7,9.0,9.2,United Kingdom,8.7,7.4,Female,45-54,Business,9.0,9.2,8.8,9.5,9.2,8.4
South_Asia,8.7,8.3,8.3,9.1,9.4,China,8.9,7.6,Female,25-34,Business,8.9,8.8,8.7,9.2,8.8,8.6
Western_Europe,8.8,9.0,9.4,8.7,9.3,New Zealand,8.4,8.0,Female,55+,Couple,9.2,9.1,8.9,9.8,9.0,8.7
North_America,9.1,8.9,9.3,8.4,9.2,United Kingdom,9.2,9.5,Male,25-34,Solo,9.4,9.3,9.2,8.8,9.2,8.8
East_Asia,8.9,8.6,9.0,9.6,9.4,Japan,9.0,7.0,Female,55+,Business,9.6,9.0,9.3,8.5,9.5,8.2
East_Asia,9.0,9.8,9.2,8.2,9.2,South Korea,8.8,8.5,Male,35-44,Couple,9.1,9.0,9.2,9.6,9.0,8.9
Western_Europe,9.1,9.0,9.6,8.6,9.9,Brazil,8.3,9.0,Male,25-34,Couple,9.2,9.1,8.9,9.7,9.0,8.8
South_America,8.9,9.3,9.6,7.7,9.8,Australia,8.6,8.1,Female,18-24,Couple,9.0,8.7,8.6,9.5,8.8,8.6
Middle_East,9.1,9.7,9.6,8.5,9.5,South Korea,8.2,8.8,Female,35-44,Couple,9.1,9.0,8.8,9.3,8.9,8.5
South_America,9.0,9.1,8.5,8.8,9.2,Spain,9.4,9.2,Female,45-54,Family,9.0,8.7,8.6,9.5,8.8,8.6
Western_Europe,9.0,9.7,9.4,9.3,8.6,United States,8.6,8.0,Female,45-54,Family,9.0,9.2,8.8,9.4,9.0,7.9
Oceania,8.8,8.3,8.3,8.5,10.0,United States,9.1,7.8,Male,18-24,Business,8.9,9.0,8.5,9.8,8.9,8.4
North_America,8.8,9.8,9.3,8.4,8.4,Japan,8.6,8.2,Male,18-24,Couple,9.4,9.3,9.2,8.8,9.2,8.8
Southeast_Asia,8.9,8.3,8.7,9.5,9.2,United Kingdom,9.4,7.9,Male,45-54,Business,9.0,9.2,9.1,9.4,9.1,8.6
Southeast_Asia,9.0,8.8,8.5,8.5,9.2,Singapore,9.7,9.0,Male,45-54,Solo,9.0,9.2,9.1,9.4,9.1,8.6
East_Asia,8.8,9.4,8.9,8.9,8.4,Brazil,9.0,8.4,Other,18-24,Couple,9.6,9.0,9.3,8.5,9.5,8.2
Middle_East,9.0,9.0,9.0,9.5,9.2,Japan,8.5,8.7,Male,25-34,Family,9.1,9.0,8.8,9.3,8.9,8.5
Middle_East,9.1,9.5,9.5,8.7,9.1,Japan,8.8,8.7,Male,25-34,Couple,9.1,9.0,8.8,9.3,8.9,8.5
East_Asia,9.0,9.0,9.7,8.0,9.3,United States,9.2,8.5,Male,35-44,Couple,9.3,9.4,9.1,8.9,9.3,8.5
South_Asia,8.6,8.7,8.8,7.7,9.6,United Kingdom,8.1,8.7,Female,25-34,Couple,8.9,8.8,8.7,9.2,8.8,8.6
East_Asia,9.3,9.9,9.4,9.9,8.4,South Korea,9.4,8.3,Female,25-34,Family,9.6,9.0,9.3,8.5,9.5,8.2
Oceania,8.8,9.1,9.1,8.0,9.4,France,8.8,7.9,Female,45-54,Couple,8.9,9.0,8.5,9.8,8.9,8.4
Eastern_Europe,8.8,9.4,9.4,8.6,8.5,France,8.5,8.4,Male,18-24,Couple,9.1,9.3,9.0,9.0,9.1,8.6
Oceania,8.8,9.1,9.4,7.8,9.2,Spain,8.6,8.1,Female,35-44,Couple,8.9,9.0,8.5,9.8,8.9,8.4
East_Asia,9.1,9.5,9.8,8.8,8.8,Italy,9.3,8.2,Male,25-34,Couple,9.6,9.0,9.3,8.5,9.5,8.2
North_America,8.9,9.3,8.8,9.1,8.9,United Kingdom,8.9,8.7,Male,25-34,Solo,9.1,8.8,8.9,9.5,8.6,8.0
Western_Europe,8.9,9.1,8.9,8.4,9.5,Canada,8.6,8.9,Female,25-34,Couple,9.3,9.2,9.0,9.1,9.1,8.7
Middle_East,9.0,9.1,8.9,9.3,8.2,Germany,9.5,9.1,Female,45-54,Family,9.3,9.5,9.6,8.9,9.4,8.5
Western_Europe,9.0,9.4,9.0,9.4,8.6,South Korea,9.0,8.6,Other,55+,Family,9.0,9.2,8.8,9.4,9.0,7.9
East_Asia,8.9,8.4,8.9,9.2,9.3,Russia,9.2,7.8,Female,25-34,Business,9.1,9.0,9.2,9.6,9.0,8.9
Western_Europe,8.9,8.7,8.7,9.0,9.6,France,9.3,7.8,Male,45-54,Business,9.0,9.2,8.8,9.4,9.0,7.9
Western_Europe,9.2,9.3,9.5,9.6,8.8,Germany,9.3,8.8,Male,25-34,Family,9.2,9.1,8.9,9.7,9.0,8.8
East_Asia,8.7,9.3,8.5,8.8,8.6,France,9.6,7.2,Other,45-54,Business,9.6,9.0,9.3,8.5,9.5,8.2
North_America_Mexico,8.7,8.8,8.5,8.9,8.5,Netherlands,8.9,8.5,Male,35-44,Family,8.7,8.9,8.5,9.0,8.7,8.5
South_Asia,8.9,9.1,9.1,8.2,8.7,United States,9.0,8.9,Other,45-54,Couple,8.9,8.8,8.7,9.2,8.8,8.6
Western_Europe,9.0,8.9,8.9,8.2,9.2,Spain,9.7,8.9,Other,35-44,Solo,9.2,9.1,8.9,9.7,9.0,8.8
Western_Europe,9.1,9.5,9.0,9.2,8.7,South Korea,9.6,8.8,Female,35-44,Family,8.8,9.4,8.7,9.6,9.3,8.1
Middle_East,9.2,9.5,10.0,8.7,8.9,United Kingdom,9.2,8.3,Female,25-34,Couple,9.3,9.5,9.6,8.9,9.4,8.5
