review_id,user_id,hotel_id,review_date,score_overall,score_cleanliness,score_comfort,score_facilities,score_location,score_staff,score_value_for_money,user_gender,country_x,age_group,traveller_type,city,country_y,cleanliness_base,comfort_base,facilities_base,location_base,staff_base,value_for_money_base
39104,1267,20,2022-07-25,9.1,8.6,8.6,8.5,9.7,9.7,9.2,Male,Italy,35-44,Solo,Bangkok,Thailand,9.0,9.2,9.1,9.4,9.1,8.6
39105,1509,2,2021-10-17,8.7,7.9,9.2,8.6,10.0,8.5,7.6,Male,United Kingdom,35-44,Business,London,United Kingdom,9.0,9.2,8.8,9.4,9.0,7.9
39106,1194,7,2023-05-03,9.0,9.2,9.0,8.5,9.8,8.9,8.6,Male,Netherlands,55+,Couple,Sydney,Australia,8.9,9.0,8.5,9.8,8.9,8.4
39107,1680,3,2025-04-20,8.8,9.5,9.3,8.2,9.2,8.7,7.6,Other,China,35-44,Couple,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
39108,1293,8,2025-07-18,8.9,9.8,9.2,8.5,9.0,8.1,8.3,Male,South Africa,25-34,Couple,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
39109,1940,18,2021-09-09,8.7,9.0,9.3,8.5,9.5,8.0,7.8,Male,France,45-54,Couple,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
39110,482,6,2021-12-28,8.9,8.8,8.4,9.1,9.2,9.0,8.6,Male,Germany,55+,Solo,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
39111,1642,18,2021-02-07,9.0,9.5,9.3,9.1,8.8,8.4,9.0,Male,France,35-44,Family,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
39112,1549,15,2022-07-20,9.1,9.5,9.6,8.8,9.4,9.3,8.1,Female,Canada,45-54,Family,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
39113,236,7,2020-06-08,8.9,9.1,8.7,8.5,9.1,8.8,9.1,Male,United States,18-24,Solo,Sydney,Australia,8.9,9.0,8.5,9.8,8.9,8.4
39114,1355,13,2025-01-06,8.7,8.9,8.9,7.8,8.8,8.8,8.6,Male,Japan,55+,Couple,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
39115,1767,3,2021-12-06,9.0,9.5,9.7,8.1,9.6,8.6,7.7,Other,Australia,35-44,Couple,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
39116,1373,24,2022-03-31,8.5,8.3,8.6,8.6,8.7,9.1,7.5,Male,United States,55+,Business,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
39117,1670,25,2023-07-25,8.8,9.0,8.5,8.7,9.4,8.8,8.4,Male,India,35-44,Business,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
39118,1008,22,2022-08-28,8.8,8.3,8.8,8.6,9.7,8.8,8.1,Male,South Africa,25-34,Business,Amsterdam,Netherlands,9.4,9.1,9.0,9.6,9.2,8.9
39119,1785,22,2020-12-12,9.0,9.6,9.0,9.2,9.0,8.7,8.7,Female,Japan,35-44,Family,Amsterdam,Netherlands,9.4,9.1,9.0,9.6,9.2,8.9
39120,1319,23,2024-01-14,8.7,8.7,8.8,9.0,9.0,8.6,7.4,Male,New Zealand,25-34,Business,Buenos Aires,Argentina,8.9,8.8,8.7,9.0,8.8,8.7
39121,1859,12,2021-10-21,8.9,9.1,9.3,8.8,8.7,8.9,8.5,Female,United States,18-24,Family,Mexico City,Mexico,8.7,8.9,8.5,9.0,8.7,8.5
39122,342,15,2022-01-08,8.9,8.6,8.4,8.7,8.9,9.4,9.4,Other,Netherlands,45-54,Solo,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
39123,924,17,2023-08-10,9.0,9.1,9.7,8.4,9.1,8.8,8.3,Female,South Africa,25-34,Couple,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
39124,1427,2,2020-11-22,9.1,9.1,9.5,9.4,8.7,9.1,8.6,Female,Brazil,25-34,Family,London,United Kingdom,9.0,9.2,8.8,9.4,9.0,7.9
39125,801,4,2023-05-21,9.0,10.0,8.9,9.1,8.5,8.9,8.5,Other,United Arab Emirates,45-54,Couple,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
39126,1820,5,2022-04-14,8.9,8.5,9.3,9.3,8.5,9.4,8.6,Female,France,45-54,Solo,Dubai,United Arab Emirates,9.3,9.5,9.6,8.9,9.4,8.5
39127,142,3,2021-05-10,8.8,8.0,8.8,9.1,9.4,9.0,7.7,Male,Spain,35-44,Business,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
39128,1290,14,2022-12-23,9.2,9.5,9.4,9.2,9.5,9.2,8.6,Other,United States,35-44,Family,Rome,Italy,9.2,9.1,8.9,9.8,9.0,8.7
39129,1856,6,2025-09-07,8.7,8.2,8.3,9.2,9.6,9.0,7.5,Female,United Kingdom,35-44,Business,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
39130,1051,12,2025-03-27,8.8,8.0,8.8,7.9,9.3,9.5,9.1,Female,United Kingdom,35-44,Solo,Mexico City,Mexico,8.7,8.9,8.5,9.0,8.7,8.5
39131,1291,19,2023-10-04,9.2,9.3,8.7,8.3,9.6,9.5,9.5,Female,Italy,35-44,Solo,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
39132,652,3,2024-09-05,8.8,8.7,8.6,8.4,9.9,9.1,7.4,Female,Brazil,35-44,Business,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
39133,1274,17,2020-06-02,9.0,9.7,9.8,8.7,8.8,8.7,8.2,Female,Australia,18-24,Couple,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
39134,1532,15,2023-09-26,9.0,8.7,8.6,8.7,9.7,9.0,9.1,Male,Canada,25-34,Solo,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
39135,519,14,2020-06-01,9.0,8.1,8.8,9.4,10.0,9.2,7.8,Male,Turkey,25-34,Business,Rome,Italy,9.2,9.1,8.9,9.8,9.0,8.7
39136,644,21,2023-05-25,8.7,8.3,8.5,8.7,9.6,8.8,7.4,Female,Thailand,35-44,Business,Istanbul,Turkey,9.1,9.0,8.8,9.3,8.9,8.5
39137,214,18,2020-02-16,9.0,9.0,8.7,8.7,8.9,9.4,9.4,Male,Japan,35-44,Solo,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
39138,1352,15,2020-04-08,8.7,7.9,9.2,9.0,9.3,8.9,7.6,Male,United States,45-54,Business,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
39139,779,18,2025-07-05,9.1,9.6,8.8,9.4,8.8,8.7,9.1,Other,New Zealand,25-34,Family,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
39140,130,15,2022-06-29,8.9,8.8,9.3,8.2,9.8,9.0,8.3,Female,United States,25-34,Couple,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
39141,576,11,2024-05-15,8.8,8.9,9.3,8.5,9.4,8.2,8.4,Male,United Kingdom,45-54,Couple,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
39142,1965,24,2020-04-17,8.8,8.4,8.2,8.6,9.3,8.8,9.3,Female,Singapore,45-54,Solo,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
39143,1984,23,2020-09-08,8.7,8.2,8.5,8.7,9.8,8.7,8.1,Female,Thailand,55+,Business,Buenos Aires,Argentina,8.9,8.8,8.7,9.0,8.8,8.7
39144,146,25,2021-01-24,8.9,9.2,9.0,8.7,9.4,8.4,8.3,Male,France,45-54,Couple,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
39145,770,18,2023-04-20,8.8,8.7,9.1,8.8,8.3,9.3,8.6,Female,Netherlands,25-34,Family,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
39146,624,2,2021-01-17,9.2,9.6,9.8,8.6,9.7,8.7,8.3,Male,United States,45-54,Couple,London,United Kingdom,9.0,9.2,8.8,9.4,9.0,7.9
39147,532,7,2020-08-04,8.9,9.0,8.4,7.9,9.8,9.4,8.6,Female,China,25-34,Solo,Sydney,Australia,8.9,9.0,8.5,9.8,8.9,8.4
39148,1043,13,2020-09-16,8.9,9.0,9.6,8.0,9.2,8.6,8.5,Female,Brazil,35-44,Couple,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
39149,1453,5,2021-08-08,9.0,8.1,9.4,9.3,9.5,8.9,8.0,Male,Spain,35-44,Business,Dubai,United Arab Emirates,9.3,9.5,9.6,8.9,9.4,8.5
39150,1534,15,2025-07-27,8.9,9.2,9.7,8.0,9.0,8.7,8.1,Male,United States,18-24,Couple,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
39151,409,22,2021-12-02,9.2,9.2,9.4,9.3,9.3,9.2,8.8,Male,China,35-44,Family,Amsterdam,Netherlands,9.4,9.1,9.0,9.6,9.2,8.9
39152,1382,14,2020-06-09,9.0,9.6,9.3,8.6,9.1,8.5,8.6,Other,Spain,25-34,Couple,Rome,Italy,9.2,9.1,8.9,9.8,9.0,8.7
39153,351,11,2021-03-05,8.9,9.8,8.8,8.8,9.3,8.4,8.3,Male,South Korea,55+,Couple,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
39154,942,16,2025-01-29,8.9,9.2,9.6,8.8,8.5,8.5,8.5,Female,India,35-44,Couple,Seoul,South Korea,9.3,9.4,9.1,8.9,9.3,8.5
39155,739,5,2023-01-29,9.3,9.3,9.6,10.0,8.9,9.1,8.7,Male,France,55+,Family,Dubai,United Arab Emirates,9.3,9.5,9.6,8.9,9.4,8.5
39156,374,9,2024-01-04,9.1,9.3,9.4,8.5,9.5,8.9,8.6,Female,Spain,35-44,Couple,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
39157,249,5,2025-08-28,9.0,9.1,8.7,9.1,8.5,10.0,8.7,Male,United States,35-44,Solo,Dubai,United Arab Emirates,9.3,9.5,9.6,8.9,9.4,8.5
39158,1681,18,2022-06-29,9.0,9.0,8.7,9.2,9.1,9.1,8.7,Male,China,55+,Family,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
39159,1264,2,2020-01-25,9.0,9.5,9.4,8.1,9.7,8.4,8.3,Female,South Korea,35-44,Couple,London,United Kingdom,9.0,9.2,8.8,9.4,9.0,7.9
39160,53,24,2023-08-16,8.8,9.2,8.8,9.1,9.0,8.3,8.6,Male,South Africa,45-54,Family,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
39161,1164,16,2020-11-08,8.9,9.2,9.6,8.0,8.4,9.0,8.6,Female,Germany,55+,Couple,Seoul,South Korea,9.3,9.4,9.1,8.9,9.3,8.5
39162,1142,11,2023-08-27,9.0,9.5,9.0,9.0,9.1,8.5,9.1,Male,Germany,35-44,Family,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
39163,1798,7,2021-12-17,9.0,9.1,9.0,8.4,9.8,8.9,8.5,Female,India,35-44,Couple,Sydney,Australia,8.9,9.0,8.5,9.8,8.9,8.4
39164,1562,20,2023-09-14,9.3,9.5,9.4,9.3,9.2,9.5,8.7,Female,United States,45-54,Family,Bangkok,Thailand,9.0,9.2,9.1,9.4,9.1,8.6
39165,1745,10,2022-08-25,9.1,9.6,8.9,9.1,8.5,9.0,9.3,Female,India,35-44,Family,Toronto,Canada,9.4,9.3,9.2,8.8,9.2,8.8
39166,50,25,2020-03-09,9.1,9.9,8.8,9.2,9.0,8.7,8.9,Female,India,25-34,Family,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
39167,550,18,2025-02-23,8.9,9.2,9.4,8.1,9.3,8.8,8.0,Male,South Korea,55+,Couple,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
39168,1306,4,2025-01-28,9.3,10.0,9.0,10.0,8.5,9.4,8.8,Female,Brazil,45-54,Family,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
39169,293,1,2023-08-28,8.7,8.3,8.6,8.2,9.5,8.7,8.7,Male,United Kingdom,35-44,Solo,New York,United States,9.1,8.8,8.9,9.5,8.6,8.0
39170,1700,4,2021-12-18,9.1,9.9,9.7,8.7,8.9,9.1,7.7,Male,Mexico,35-44,Couple,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
39171,1135,11,2024-06-07,8.8,9.3,8.9,8.8,9.1,8.2,8.3,Male,Canada,45-54,Couple,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
39172,46,11,2021-12-18,9.3,9.4,8.6,9.7,9.4,9.1,9.3,Female,Germany,35-44,Family,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
39173,1298,5,2020-01-15,9.2,9.9,10.0,9.2,8.8,8.7,8.0,Female,Brazil,25-34,Couple,Dubai,United Arab Emirates,9.3,9.5,9.6,8.9,9.4,8.5
39174,410,17,2020-02-09,8.7,8.9,9.1,8.2,8.8,8.6,8.2,Male,United Kingdom,45-54,Couple,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
39175,534,1,2024-04-22,8.7,9.1,8.6,9.0,8.7,8.7,8.0,Female,United Arab Emirates,25-34,Family,New York,United States,9.1,8.8,8.9,9.5,8.6,8.0
39176,1850,20,2023-08-17,9.0,8.4,9.1,9.2,9.0,9.5,8.9,Female,New Zealand,25-34,Solo,Bangkok,Thailand,9.0,9.2,9.1,9.4,9.1,8.6
39177,44,3,2023-10-20,9.0,9.6,9.5,7.8,9.7,8.6,8.2,Male,Germany,35-44,Couple,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
39178,1179,3,2022-03-22,9.0,8.7,8.8,9.3,8.9,9.2,8.9,Female,India,55+,Family,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
39179,1976,6,2023-08-23,9.0,9.1,8.9,9.4,9.6,8.9,8.4,Male,United Kingdom,18-24,Family,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
39180,905,3,2020-10-04,8.8,8.0,8.9,8.8,9.8,9.0,7.6,Male,Nigeria,25-34,Business,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
39181,1188,24,2023-06-24,8.6,9.0,8.8,8.2,8.8,8.8,8.1,Other,Brazil,35-44,Couple,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
39182,1042,6,2023-08-19,8.9,9.2,8.3,8.6,9.2,9.4,8.8,Male,Argentina,18-24,Solo,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
39183,322,1,2024-01-18,9.0,8.8,8.1,9.0,9.8,9.2,8.9,Female,United States,25-34,Solo,New York,United States,9.1,8.8,8.9,9.5,8.6,8.0
39184,54,4,2021-12-15,9.0,9.8,9.6,8.2,8.7,8.9,8.5,Male,United States,25-34,Couple,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
39185,1563,25,2025-04-09,9.0,9.1,9.5,8.5,9.2,8.3,9.0,Female,Brazil,25-34,Couple,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
39186,783,10,2022-03-21,9.2,10.0,9.6,8.6,9.3,8.9,8.6,Female,United Kingdom,35-44,Couple,Toronto,Canada,9.4,9.3,9.2,8.8,9.2,8.8
39187,1912,13,2024-08-23,8.8,8.8,8.8,8.1,9.6,8.9,8.7,Female,United States,45-54,Couple,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
39188,550,9,2023-10-09,8.9,9.1,9.6,8.7,9.2,8.4,8.3,Male,South Korea,55+,Couple,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
39189,1412,25,2023-03-30,9.2,9.2,9.6,9.2,8.9,9.3,8.7,Male,United Kingdom,35-44,Family,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
39190,1572,9,2021-09-10,9.0,9.8,8.9,8.1,8.8,9.0,8.9,Male,United Kingdom,25-34,Couple,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
39191,1548,17,2024-02-26,9.1,8.5,9.2,9.1,9.1,9.3,9.1,Male,Italy,25-34,Solo,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
39192,1711,20,2023-11-03,8.9,8.8,9.4,9.3,8.6,9.0,8.4,Male,Germany,18-24,Family,Bangkok,Thailand,9.0,9.2,9.1,9.4,9.1,8.6
39193,397,6,2023-07-26,9.2,9.7,9.0,9.8,9.0,8.9,8.7,Male,Canada,35-44,Family,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
39194,623,13,2023-04-28,8.9,9.5,8.4,8.9,9.0,9.3,8.4,Female,United Kingdom,35-44,Family,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
39195,474,13,2024-04-12,8.9,8.5,8.5,8.7,8.8,9.5,9.0,Female,United States,45-54,Solo,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
39196,486,15,2020-09-14,9.1,8.3,9.1,9.0,9.9,9.6,7.7,Male,United States,18-24,Business,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
39197,856,19,2025-04-16,9.0,9.4,8.7,9.2,8.7,8.8,9.1,Female,Russia,45-54,Family,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
39198,412,14,2023-11-29,9.0,8.4,8.7,8.8,10.0,9.4,8.3,Female,Australia,45-54,Business,Rome,Italy,9.2,9.1,8.9,9.8,9.0,8.7
39199,1625,15,2021-06-25,8.9,9.3,8.9,9.1,8.7,8.8,8.8,Male,United States,25-34,Family,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
39200,304,3,2023-08-25,9.0,9.4,9.6,7.8,9.7,8.8,7.9,Male,United States,35-44,Couple,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
39201,1377,10,2021-05-10,8.8,8.5,8.7,9.1,9.1,9.0,8.1,Male,Thailand,45-54,Business,Toronto,Canada,9.4,9.3,9.2,8.8,9.2,8.8
39202,345,18,2022-10-14,8.5,8.0,8.8,8.5,9.1,8.4,7.7,Female,France,18-24,Business,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
39203,1319,23,2024-08-14,8.7,8.6,8.6,8.5,8.9,9.0,8.1,Male,New Zealand,25-34,Business,Buenos Aires,Argentina,8.9,8.8,8.7,9.0,8.8,8.7
39204,912,14,2021-11-06,9.1,8.4,9.2,9.1,10.0,9.4,7.5,Female,Argentina,45-54,Business,Rome,Italy,9.2,9.1,8.9,9.8,9.0,8.7
39205,356,8,2024-09-07,9.0,8.6,8.7,8.9,10.0,9.0,8.0,Female,United States,35-44,Business,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
39206,491,22,2021-05-29,9.1,9.8,9.1,7.9,9.7,9.1,8.3,Female,Singapore,25-34,Couple,Amsterdam,Netherlands,9.4,9.1,9.0,9.6,9.2,8.9
39207,1620,25,2025-05-06,9.1,8.8,8.6,9.1,9.4,9.2,9.3,Female,France,35-44,Solo,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
39208,1958,8,2024-04-25,8.8,9.1,8.9,8.2,9.4,8.9,8.3,Female,India,55+,Couple,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
39209,1704,9,2023-06-05,9.1,9.3,9.3,8.9,9.1,9.5,8.4,Male,Canada,55+,Family,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
39210,1235,12,2024-08-10,8.7,9.5,9.4,7.6,8.7,8.6,7.9,Female,Japan,35-44,Couple,Mexico City,Mexico,8.7,8.9,8.5,9.0,8.7,8.5
39211,1854,10,2022-01-28,9.0,9.9,9.5,8.3,8.8,8.7,8.7,Female,United States,35-44,Couple,Toronto,Canada,9.4,9.3,9.2,8.8,9.2,8.8
39212,1041,6,2022-03-31,9.3,9.8,9.1,9.7,9.5,8.7,9.0,Female,China,18-24,Family,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
39213,582,13,2024-04-12,8.6,8.5,8.1,8.7,9.4,8.7,8.0,Male,France,35-44,Business,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
39214,1528,25,2022-03-29,8.9,9.3,9.2,8.3,8.7,8.7,8.8,Female,United States,25-34,Couple,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
39215,1236,23,2023-04-13,8.8,8.8,9.2,8.0,9.2,8.6,8.8,Other,United States,45-54,Couple,Buenos Aires,Argentina,8.9,8.8,8.7,9.0,8.8,8.7
39216,1557,13,2024-06-09,8.5,8.0,8.2,9.1,9.1,8.7,7.5,Male,France,45-54,Business,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
39217,919,6,2025-08-10,9.1,9.9,9.0,9.1,9.3,9.2,7.8,Female,South Korea,35-44,Couple,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
39218,1781,9,2021-07-29,9.0,9.2,9.0,8.8,8.8,9.4,8.8,Male,France,35-44,Solo,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
39219,720,9,2022-06-19,8.9,9.2,9.8,8.3,8.8,9.0,8.2,Male,Australia,25-34,Couple,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
39220,1588,23,2023-08-16,9.0,8.7,8.9,8.7,9.4,8.8,9.3,Female,Germany,55+,Solo,Buenos Aires,Argentina,8.9,8.8,8.7,9.0,8.8,8.7
39221,50,2,2022-08-15,8.9,9.4,9.0,9.4,8.7,8.8,8.0,Female,India,25-34,Family,London,United Kingdom,9.0,9.2,8.8,9.4,9.0,7.9
39222,810,24,2020-01-14,8.6,8.1,8.5,8.2,9.7,8.6,8.1,Male,Germany,25-34,Business,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
39223,526,25,2025-11-18,9.0,9.1,9.5,8.2,9.0,9.2,8.6,Female,France,25-34,Couple,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
39224,1037,19,2022-05-09,9.1,9.6,9.6,8.4,9.2,8.8,8.5,Female,Canada,35-44,Couple,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
39225,584,25,2022-06-25,9.1,9.8,9.7,8.7,9.4,8.5,8.4,Male,China,45-54,Couple,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
39226,30,24,2025-02-20,8.7,9.2,8.3,8.6,8.9,8.5,8.4,Female,India,18-24,Family,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
39227,726,25,2025-12-16,9.0,9.7,9.2,8.8,8.7,9.1,8.6,Male,United States,25-34,Couple,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
39228,1265,9,2020-07-23,8.9,9.0,9.1,8.6,9.1,9.0,8.7,Female,United Kingdom,35-44,Couple,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
39229,1870,12,2023-07-19,8.9,8.7,9.1,9.1,9.5,9.0,7.7,Male,Russia,25-34,Business,Mexico City,Mexico,8.7,8.9,8.5,9.0,8.7,8.5
39230,558,1,2023-08-09,8.9,8.9,8.5,9.6,8.8,9.0,8.5,Female,United Arab Emirates,35-44,Family,New York,United States,9.1,8.8,8.9,9.5,8.6,8.0
39231,1751,21,2020-07-31,8.9,9.8,9.7,7.9,9.1,8.2,8.3,Male,France,18-24,Couple,Istanbul,Turkey,9.1,9.0,8.8,9.3,8.9,8.5
39232,287,11,2023-05-16,9.2,8.9,9.0,9.3,9.9,9.0,8.4,Female,United Arab Emirates,25-34,Business,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
39233,535,20,2021-03-29,9.2,9.3,9.4,9.4,9.5,9.1,8.6,Female,Spain,45-54,Family,Bangkok,Thailand,9.0,9.2,9.1,9.4,9.1,8.6
39234,280,2,2021-10-14,8.6,8.5,8.9,8.8,9.1,8.6,7.2,Female,South Korea,18-24,Business,London,United Kingdom,9.0,9.2,8.8,9.4,9.0,7.9
39235,484,13,2022-07-21,8.7,8.0,8.3,9.2,8.9,9.3,8.2,Male,Germany,45-54,Business,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
39236,1638,9,2020-07-12,9.1,9.2,8.7,9.1,9.1,9.4,9.2,Male,United States,25-34,Family,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
39237,1447,8,2021-07-07,8.9,8.3,8.9,8.5,10.0,9.2,8.0,Male,Egypt,35-44,Business,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
39238,23,20,2021-11-02,8.9,8.3,8.6,8.7,9.5,9.6,8.6,Female,United Kingdom,35-44,Solo,Bangkok,Thailand,9.0,9.2,9.1,9.4,9.1,8.6
39239,523,4,2022-04-02,9.2,9.7,8.9,9.9,8.6,9.4,8.2,Male,United States,25-34,Family,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
39240,951,22,2022-07-09,8.9,9.1,9.1,8.6,9.9,8.6,8.0,Male,United States,55+,Business,Amsterdam,Netherlands,9.4,9.1,9.0,9.6,9.2,8.9
39241,871,19,2025-12-09,9.1,9.9,9.8,8.2,9.1,9.1,8.1,Male,New Zealand,25-34,Couple,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
39242,1906,4,2021-10-18,9.2,10.0,9.7,8.4,8.9,9.3,8.2,Male,Germany,18-24,Couple,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
39243,79,4,2025-07-11,9.0,9.6,9.2,9.1,9.0,8.9,8.0,Male,United States,35-44,Couple,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
39244,860,16,2025-12-12,8.9,9.0,9.0,9.3,9.4,8.7,7.4,Male,United Kingdom,25-34,Business,Seoul,South Korea,9.3,9.4,9.1,8.9,9.3,8.5
39245,1146,24,2020-04-23,8.8,8.6,8.9,8.9,9.4,9.1,7.4,Other,United Kingdom,35-44,Business,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
39246,1887,14,2021-06-03,9.0,9.2,8.9,8.7,9.2,9.1,8.9,Female,United States,25-34,Couple,Rome,Italy,9.2,9.1,8.9,9.8,9.0,8.7
39247,243,22,2021-09-03,9.2,9.7,9.8,8.1,9.7,8.8,8.8,Male,Spain,35-44,Couple,Amsterdam,Netherlands,9.4,9.1,9.0,9.6,9.2,8.9
39248,739,14,2021-11-22,9.2,9.6,9.1,9.1,9.7,9.1,8.4,Male,France,55+,Family,Rome,Italy,9.2,9.1,8.9,9.8,9.0,8.7
39249,1809,15,2025-10-23,8.8,8.9,9.2,8.3,8.9,8.4,8.6,Male,United States,18-24,Couple,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
39250,550,16,2023-07-31,9.2,9.5,10.0,8.6,8.8,9.4,8.4,Male,South Korea,55+,Couple,Seoul,South Korea,9.3,9.4,9.1,8.9,9.3,8.5
39251,1657,2,2022-07-09,8.9,8.9,9.9,8.2,9.0,9.0,8.1,Male,India,25-34,Couple,London,United Kingdom,9.0,9.2,8.8,9.4,9.0,7.9
39252,978,10,2020-08-11,8.8,8.7,9.3,8.7,8.7,9.0,8.7,Male,China,25-34,Solo,Toronto,Canada,9.4,9.3,9.2,8.8,9.2,8.8
39253,348,17,2022-07-06,9.2,9.1,9.7,9.1,8.9,9.4,8.7,Female,United Arab Emirates,45-54,Family,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
39254,1443,16,2022-05-03,9.1,9.1,9.0,9.9,8.4,9.5,8.7,Other,South Africa,45-54,Family,Seoul,South Korea,9.3,9.4,9.1,8.9,9.3,8.5
39255,1551,24,2023-07-07,8.9,8.2,8.9,8.6,9.3,8.9,9.4,Female,United Kingdom,35-44,Solo,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
